OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_CODE26,SA4_NAME26,STE_NAME26,source_record_id,dc_location_key,augmentation_status,match_distance_m,match_method,external_id,external_title,external_address,external_operator,external_dc_plug_types,external_usage_cost_text,external_access_type,external_bay_count,external_number_of_points,external_status,external_last_verified,external_provider,external_provider_license,external_source_url,augmented,augmentation_source,matched_sources,evie_match_status,evie_augmented,ampol_match_status,ampol_augmented,ocm_match_status,ocm_augmented,osm_match_status,osm_augmented
,Toronto Workers Club,"9 James St
Toronto NSW 2283
Australia",CasaCharge,4,AC,AC,-33.0104168,151.5915663,Lake Macquarie City Council,2283,Destination Charging R2,111,Newcastle and Lake Macquarie,New South Wales,ev_01731,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"9 Nicholson St
Balmain East NSW 2041
Australia",PLUS ES,1,AC,7 kW,-33.856438,151.1933937,Inner West Council,2041,Kerbside Charging R1,120,Sydney - Inner West,New South Wales,ev_01732,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Tura Garden Centre,"9 Tura Beach Dr
Tura Beach NSW 2548
Australia",EVUp,1,AC,AC,-36.863888,149.9151051,Bega Valley Shire Council,2548,Destination Charging R2,101,Capital Region,New South Wales,ev_01733,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"9 Vickery Ave
Rose Bay NSW 2029
Australia",Evie Networks,4,DC,75 kW,-33.8703543,151.2642569,Woollahra Municipal Council,2029,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01734,"-33.870354,151.264257",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,unmatched,False
,,"90 Boundary St
Paddington NSW 2021
Australia",PLUS ES,1,AC,22 kW,-33.8792204,151.224936,Woollahra Municipal Council,2021,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01735,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Mid-Western Regional Council,"90 Market St
Mudgee NSW 2850
Australia",Smart Charge,2,AC,AC,-32.5900897,149.5835475,Mid-Western Regional Council,2850,Destination Charging R1,103,Central West,New South Wales,ev_01736,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"90 Rowntree St
Birchgrove NSW 2041
Australia",PLUS ES,1,AC,7 kW,-33.8534353,151.1802386,Inner West Council,2041,Kerbside Charging R1,120,Sydney - Inner West,New South Wales,ev_01737,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"91 Annandale St
Annandale NSW 2038
Australia",PLUS ES,1,AC,22 kW,-33.8830534,151.1686672,Inner West Council,2038,Kerbside Charging R1,120,Sydney - Inner West,New South Wales,ev_01738,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Cousins Motor Inn,"9-11 Glen Innes Rd
Inverell NSW 2360
Australia",EVUp,2,AC,AC,-29.7793751,151.1164452,Inverell Shire Council,2360,Destination Charging R1,110,New England and North West,New South Wales,ev_01739,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"9-11 Layton St
Camperdown NSW 2050
Australia",EVX,2,AC,22 kW,-33.8858813,151.1769326,"Sydney, Council of the City of",2050,Kerbside Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01740,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"9-17 Short St, Parkes NSW 2870",Tesla,4,DC,175 kW,-33.1413775,148.1740685,Parkes Shire Council,2870,Fast Charging R1,103,Central West,New South Wales,ev_01741,"-33.141377,148.174069",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,,"924 Anzac Pde
Maroubra NSW 2035
Australia",Evie Networks,2,DC,75 kW,-33.9427694,151.2401202,Randwick City Council,2035,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01742,"-33.942769,151.240120",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,review_identity,False
,Ingenia Holiday Parks - Wagga Wagga,"93 Hammond Ave
Wagga Wagga NSW 2650
Australia",Exploren,4,AC,AC,-35.1212252,147.3886118,Wagga Wagga City Council,2650,Destination Charging R2,113,Riverina,New South Wales,ev_01743,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"93 Metropolitan Rd
Enmore NSW 2042
Australia",PLUS ES,1,AC,22 kW,-33.9020556,151.1727031,Inner West Council,2042,Kerbside Charging R1,117,Sydney - City and Inner South,New South Wales,ev_01744,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Ulan Village Green,"94 Main St
Ulan NSW 2850
Australia",EVUp,2,AC,AC,-32.2784667,149.7443059,Mid-Western Regional Council,2850,Destination Charging R2,103,Central West,New South Wales,ev_01745,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Osborn House,"96 Osborn Ave
Bundanoon NSW 2578
Australia",Exploren,4,AC,AC,-34.657549,150.3029406,Wingecarribee Shire Council,2578,Destination Charging R2,114,Southern Highlands and Shoalhaven,New South Wales,ev_01746,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"96A Dudley St
Coogee NSW 2034
Australia",PLUS ES,1,AC,22 kW,-33.9248666,151.2553779,Randwick City Council,2034,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01747,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"97 Cascade St
Paddington NSW 2021
Australia",PLUS ES,1,AC,22 kW,-33.8807351,151.2326531,Woollahra Municipal Council,2021,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01748,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Hermitage Road,"972 Hermitage Rd
Pokolbin NSW 2320
Australia",Exploren,2,AC,AC,-32.7351499,151.2597837,Singleton Council,2320,Destination Charging R2,106,Hunter Valley exc Newcastle,New South Wales,ev_01749,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Pioneer Country,"98 Fraser Dr
Tweed Heads South NSW 2486
Australia",Chargefox,2,AC,AC,-28.2016207,153.522817,Tweed Shire Council,2486,Destination Charging R2,112,Richmond - Tweed,New South Wales,ev_01750,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Hotel Metropole,"98 Keen St
Lismore NSW 2480
Australia",Everty,4,AC,AC,-28.8084207,153.2793444,Lismore City Council,2480,Destination Charging R1,112,Richmond - Tweed,New South Wales,ev_01751,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"98 Rowntree St
Birchgrove NSW 2041
Australia",PLUS ES,1,AC,7 kW,-33.8531448,151.1807182,Inner West Council,2041,Kerbside Charging R1,120,Sydney - Inner West,New South Wales,ev_01752,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Dungowan,"99 Naval Pde
Erowal Bay NSW 2540
Australia",Exploren,4,AC,AC,-35.1026079,150.6502946,Shoalhaven City Council,2540,Destination Charging R2,114,Southern Highlands and Shoalhaven,New South Wales,ev_01753,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Dubbo Regional Council,"99 Percy St
Wellington NSW 2820
Australia",Smart Charge,2,AC,AC,-32.5549188,148.9421813,Dubbo Regional Council,2820,Destination Charging R1,105,Far West and Orana,New South Wales,ev_01754,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Eastcoast Beverages,"993 George Downes Dr
Kulnura NSW 2250
Australia",EVSE,3,AC,AC,-33.2299841,151.2179851,Central Coast Council,2250,Destination Charging R2,102,Central Coast,New South Wales,ev_01755,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,EAST MAITLAND BOWLING CLUB.,"Banks St
East Maitland NSW 2323
Australia",Exploren,4,AC,AC,-32.748883,151.5811776,Maitland City Council,2323,Destination Charging R1,106,Hunter Valley exc Newcastle,New South Wales,ev_01756,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Birmingham St, Sydney, 2015",Porsche Smart Mobility,4,AC,22 kW,-33.92094499,151.1944855,"Sydney, Council of the City of",2015,Existing Destination Chargers,117,Sydney - City and Inner South,New South Wales,ev_01757,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,NRMA Parks and Resorts,"Bombah Point Rd
Bulahdelah NSW 2423
Australia",Chargefox,8,AC,AC,-32.4400154,152.2328245,Mid-Coast Council,2423,Destination Charging R1,108,Mid North Coast,New South Wales,ev_01758,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Brewer St
Concord NSW 2137
Australia",Evie Networks,4,DC,75 kW,-33.8538342,151.1054057,City Of Canada Bay Council,2137,Kerbside Charging R1,120,Sydney - Inner West,New South Wales,ev_01759,"-33.853834,151.105406",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,review_identity,False
,Murrumbidgee Council,"Brolga Pl
Coleambally NSW 2707
Australia",Chargefox,2,AC,AC,-34.8064795,145.8801759,Murrumbidgee Council,2707,Destination Charging R1,113,Riverina,New South Wales,ev_01760,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Bathurst Regional Council,"Budden St
Rockley NSW 2795
Australia",Exploren,2,AC,AC,-33.6897651,149.5663856,Bathurst Regional Council,2795,Destination Charging R1,103,Central West,New South Wales,ev_01761,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,"War Memorial Hall, Tottenham","Bulbodney St
Tottenham NSW 2873
Australia",Exploren,2,AC,AC,-32.2494946,147.3540861,Lachlan Shire Council,2873,Destination Charging R2,103,Central West,New South Wales,ev_01762,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Berrigan Shire,"Burkinshaw St
Barooga NSW 3644
Australia",Non-networked,2,AC,AC,-35.9066869,145.6880429,Berrigan Shire Council,3644,Destination Charging R1,109,Murray,New South Wales,ev_01763,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Cabarita Beach Bowls and Sports Club, Cabarita Beach NSW 2488",NRMA,4,DC,175 kW,-28.332159,153.5641479,Tweed Shire Council,2488,Fast Charging R1,112,Richmond - Tweed,New South Wales,ev_01764,"-28.332159,153.564148",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,unmatched,False
,Dubbo Regional Council,"Caves Rd
Mitchell Highway
Wellington NSW 2820
Australia",Smart Charge,2,AC,AC,-32.6202413,148.9470403,Dubbo Regional Council,2820,Destination Charging R1,105,Far West and Orana,New South Wales,ev_01765,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Kyogle Council,"Clarence St
Tabulam NSW 2469
Australia",Exploren,2,AC,AC,-28.8890741,152.5677423,Kyogle Council,2469,Destination Charging R1,112,Richmond - Tweed,New South Wales,ev_01766,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Cnr Cumberland Hwy & Cabramatta Rd W, Cabramatta NSW 2166, Australia",BP,4,DC,175 kW,-33.8993725,150.9191077,Fairfield City Council,2166,Fast Charging R1,127,Sydney - South West,New South Wales,ev_01767,"-33.899372,150.919108",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_identity,False,unmatched,False,review_identity,False,review_identity,False
,Goolgowi Caravan Park,"Combo St
Goolgowi NSW 2652
Australia",Exploren,2,AC,AC,-33.9803438,145.7073444,Carrathool Shire Council,2652,Destination Charging R2,113,Riverina,New South Wales,ev_01768,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Coonabarabran Visitor Cntr, Coonabarabran, 2357",NRMA,2,DC,50 kW,-31.27879984,149.2792432,Warrumbungle Shire Council,2357,Existing Fast Chargers,105,Far West and Orana,New South Wales,ev_01769,"-31.278800,149.279243",matched,12.9,nearby_identity,191959,NRMA Coonabarabran,"Newell Highway, Coonabarabran",NRMA,CCS (Type 2); CHAdeMO,FREE,Public - Membership Required,,1,Operational,2022-03-10T22:20:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/191959,True,ocm,ocm; osm,unmatched,False,unmatched,False,matched,True,matched,True
,,Corner Sturgeon St & Glenelg St Raymond Terrace NSW 2324 Australia,Tesla,12,DC,175 kW,-32.7645423,151.7425233,Port Stephens Council,2324,Fast Charging R1,106,Hunter Valley exc Newcastle,New South Wales,ev_01770,"-32.764542,151.742523",matched,97.25,nearby_identity,297859,Terrace Central [Tesla],"Glenelg Street, Raymond Terrace, 2324",Tesla (including non-tesla),CCS (Type 2),$0.68/kWh,Public - Membership Required,,12,Operational,2026-03-05T09:39:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/297859,True,ocm,ocm,unmatched,False,unmatched,False,matched,True,review_identity,False
,,Council Car Park Lot 4 / DP251076 between 46 Lowe Street Queanbeyan NSW 2620,NRMA,4,DC,175 kW,-35.3549827,149.2329145,Queanbeyan-Palerang Regional Council,2620,Fast Charging R1,101,Capital Region,New South Wales,ev_01771,"-35.354983,149.232914",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,Edward River Council,"Cressy St
Deniliquin NSW 2710
Australia",Exploren,4,AC,AC,-35.5268433,144.9609962,Edward River Council,2710,Destination Charging R1,109,Murray,New South Wales,ev_01772,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Wallendbeen Park Farm,"Cullinga Rd
Wallendbeen NSW 2588
Australia",Exploren,1,AC,AC,-34.5615547,148.1710149,Cootamundra-gundagai Regional Council,2588,Destination Charging R2,113,Riverina,New South Wales,ev_01773,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Shellharbour City Council,"Cygnet Ave
Shellharbour City Centre NSW 2529
Australia",Chargefox,4,AC,AC,-34.565502,150.8334516,Shellharbour City Council,2529,Destination Charging R1,107,Illawarra,New South Wales,ev_01774,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Currabubula Recreation Grounds,"Davis St
Currabubula NSW 2342
Australia",Exploren,2,AC,AC,-31.2621086,150.7363082,Liverpool Plains Shire Council,2342,Destination Charging R2,110,New England and North West,New South Wales,ev_01775,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Early Start Discovery Space,"Early Start Discovery Space (Building 21) University of Wollongong
Northfields Ave
Wollongong NSW 2522
Australia",Chargefox,4,AC,AC,-34.4079569,150.877135,Wollongong City Council,2522,Destination Charging R2,107,Illawarra,New South Wales,ev_01776,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Evans St
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9039196,151.2386892,Randwick City Council,2031,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_01777,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Weddin Shire Council,"Forbes St
Grenfell NSW 2810
Australia",Exploren,2,AC,AC,-33.8960764,148.1599851,Weddin Shire Council,2810,Destination Charging R1,103,Central West,New South Wales,ev_01778,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Gasworks Ln, Molong, NSW, 2866, Australia",NRMA,4,DC,175 kW,-33.0912006,148.8706612,Cabonne Council,2866,Fast Charging R1,103,Central West,New South Wales,ev_01779,"-33.091201,148.870661",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,Port Kembla Golf Club,"Golf Pl
Primbee NSW 2502
Australia",EVSE,4,AC,AC,-34.5079997,150.8786484,Wollongong City Council,2502,Destination Charging R2,107,Illawarra,New South Wales,ev_01780,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Ingenia Holiday Parks - South West Rocks.,"Gordon Young Dr
South West Rocks NSW 2431
Australia",Exploren,4,AC,AC,-30.8897222,153.0329191,Kempsey Shire Council,2431,Destination Charging R2,108,Mid North Coast,New South Wales,ev_01781,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Club Lemon Tree,"Gould Dr
Lemon Tree Passage NSW 2319
Australia",Exploren,4,AC,AC,-32.7344282,152.0354666,Port Stephens Council,2319,Destination Charging R1,106,Hunter Valley exc Newcastle,New South Wales,ev_01782,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"Gouldsbury St
Mosman NSW 2088
Australia",Evie Networks,2,DC,75 kW,-33.8276585,151.2423815,Mosman Municipal Council,2088,Kerbside Charging R1,121,Sydney - North Sydney and Hornsby,New South Wales,ev_01783,"-33.827658,151.242381",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,review_identity,False,unmatched,False
,Ripples on the Creek,"Gradys Creek Rd
Gradys Creek NSW 2474
Australia",Exploren,1,AC,AC,-28.4367634,152.9589563,Kyogle Council,2474,Destination Charging R2,112,Richmond - Tweed,New South Wales,ev_01784,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Lockhart Shire Council,"Green St
Lockhart NSW 2656
Australia",Exploren,2,AC,AC,-35.2217005,146.7206963,Lockhart Shire Council,2656,Destination Charging R1,113,Riverina,New South Wales,ev_01785,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Wests Illawarra,"Hargreaves St
Unanderra NSW 2526
Australia",Exploren,4,AC,AC,-34.4519056,150.8425045,Wollongong City Council,2526,Destination Charging R2,107,Illawarra,New South Wales,ev_01786,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,Muswellbrook Shire Council,"Hill St
Muswellbrook NSW 2333
Australia",EVUp,2,AC,AC,-32.2619076,150.8940866,Muswellbrook Shire Council,2333,Destination Charging R1,106,Hunter Valley exc Newcastle,New South Wales,ev_01787,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
